loss_fn	wavetable	mod_type	reference	ref_amount	mod_sig	amount	is_reference	ref_shift	distance
clap2	brightness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.10	0.1	True	0	0.0
clap2	brightness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.30	0.3	False	0	7.792398452758789
clap2	brightness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.50	0.5	False	0	11.79977798461914
clap2	brightness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.70	0.7	False	0	14.040157318115234
clap2	brightness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.90	0.9	False	0	15.029762268066406
clap2	brightness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_0.25hz	0.25	True	0	0.0
clap2	brightness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_0.50hz	0.5	False	0	6.664191246032715
clap2	brightness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_1.00hz	1.0	False	0	12.963521003723145
clap2	brightness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_2.00hz	2.0	False	0	19.01921272277832
clap2	brightness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_4.00hz	4.0	False	0	21.582691192626953
clap2	brightness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.000	0.0	True	0	0.0
clap2	brightness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.125	0.125	False	0	3.0423364639282227
clap2	brightness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.250	0.25	False	0	4.355042457580566
clap2	brightness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.375	0.375	False	0	4.463512420654297
clap2	brightness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.500	0.5	False	0	5.284558296203613
clap2	richness_real__filter__acid_saw__46_1024__inverted	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.10	0.1	True	0	0.0
clap2	richness_real__filter__acid_saw__46_1024__inverted	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.30	0.3	False	0	3.787824869155884
clap2	richness_real__filter__acid_saw__46_1024__inverted	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.50	0.5	False	0	8.637741088867188
clap2	richness_real__filter__acid_saw__46_1024__inverted	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.70	0.7	False	0	12.371210098266602
clap2	richness_real__filter__acid_saw__46_1024__inverted	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.90	0.9	False	0	18.162933349609375
clap2	richness_real__filter__acid_saw__46_1024__inverted	freq	freq_0.25hz	0.25	freq_0.25hz	0.25	True	0	0.0
clap2	richness_real__filter__acid_saw__46_1024__inverted	freq	freq_0.25hz	0.25	freq_0.50hz	0.5	False	0	5.62424898147583
clap2	richness_real__filter__acid_saw__46_1024__inverted	freq	freq_0.25hz	0.25	freq_1.00hz	1.0	False	0	8.854618072509766
clap2	richness_real__filter__acid_saw__46_1024__inverted	freq	freq_0.25hz	0.25	freq_2.00hz	2.0	False	0	15.422235488891602
clap2	richness_real__filter__acid_saw__46_1024__inverted	freq	freq_0.25hz	0.25	freq_4.00hz	4.0	False	0	18.776952743530273
clap2	richness_real__filter__acid_saw__46_1024__inverted	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.000	0.0	True	0	0.0
clap2	richness_real__filter__acid_saw__46_1024__inverted	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.125	0.125	False	0	2.7074453830718994
clap2	richness_real__filter__acid_saw__46_1024__inverted	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.250	0.25	False	0	3.6101036071777344
clap2	richness_real__filter__acid_saw__46_1024__inverted	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.375	0.375	False	0	2.982640266418457
clap2	richness_real__filter__acid_saw__46_1024__inverted	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.500	0.5	False	0	2.874501943588257
clap2	richness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.10	0.1	True	0	0.0
clap2	richness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.30	0.3	False	0	4.745965957641602
clap2	richness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.50	0.5	False	0	10.281026840209961
clap2	richness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.70	0.7	False	0	13.020851135253906
clap2	richness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.90	0.9	False	0	14.885088920593262
clap2	richness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_0.25hz	0.25	True	0	0.0
clap2	richness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_0.50hz	0.5	False	0	5.839271068572998
clap2	richness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_1.00hz	1.0	False	0	8.6757230758667
clap2	richness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_2.00hz	2.0	False	0	11.129507064819336
clap2	richness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_4.00hz	4.0	False	0	15.355368614196777
clap2	richness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.000	0.0	True	0	0.0
clap2	richness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.125	0.125	False	0	3.9460196495056152
clap2	richness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.250	0.25	False	0	4.949329853057861
clap2	richness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.375	0.375	False	0	5.098658084869385
clap2	richness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.500	0.5	False	0	4.759731769561768
clap2	warmth_real__vintage__logue_saw__166_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.10	0.1	True	0	0.0
clap2	warmth_real__vintage__logue_saw__166_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.30	0.3	False	0	10.29920768737793
clap2	warmth_real__vintage__logue_saw__166_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.50	0.5	False	0	12.863469123840332
clap2	warmth_real__vintage__logue_saw__166_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.70	0.7	False	0	13.568891525268555
clap2	warmth_real__vintage__logue_saw__166_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.90	0.9	False	0	15.181985855102539
clap2	warmth_real__vintage__logue_saw__166_1024	freq	freq_0.25hz	0.25	freq_0.25hz	0.25	True	0	0.0
clap2	warmth_real__vintage__logue_saw__166_1024	freq	freq_0.25hz	0.25	freq_0.50hz	0.5	False	0	6.83612060546875
clap2	warmth_real__vintage__logue_saw__166_1024	freq	freq_0.25hz	0.25	freq_1.00hz	1.0	False	0	13.470846176147461
clap2	warmth_real__vintage__logue_saw__166_1024	freq	freq_0.25hz	0.25	freq_2.00hz	2.0	False	0	18.643247604370117
clap2	warmth_real__vintage__logue_saw__166_1024	freq	freq_0.25hz	0.25	freq_4.00hz	4.0	False	0	19.59568977355957
clap2	warmth_real__vintage__logue_saw__166_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.000	0.0	True	0	0.0
clap2	warmth_real__vintage__logue_saw__166_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.125	0.125	False	0	4.938388347625732
clap2	warmth_real__vintage__logue_saw__166_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.250	0.25	False	0	6.1492133140563965
clap2	warmth_real__vintage__logue_saw__166_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.375	0.375	False	0	4.841210842132568
clap2	warmth_real__vintage__logue_saw__166_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.500	0.5	False	0	5.91049337387085
clap2	warmth_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.10	0.1	True	0	0.0
clap2	warmth_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.30	0.3	False	0	0.7159367203712463
clap2	warmth_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.50	0.5	False	0	1.6175339221954346
clap2	warmth_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.70	0.7	False	0	3.4800543785095215
clap2	warmth_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.90	0.9	False	0	7.3857951164245605
clap2	warmth_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_0.25hz	0.25	True	0	0.0
clap2	warmth_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_0.50hz	0.5	False	0	2.6983351707458496
clap2	warmth_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_1.00hz	1.0	False	0	3.8339641094207764
clap2	warmth_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_2.00hz	2.0	False	0	7.647659778594971
clap2	warmth_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_4.00hz	4.0	False	0	13.23706340789795
clap2	warmth_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.000	0.0	True	0	0.0
clap2	warmth_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.125	0.125	False	0	1.7624372243881226
clap2	warmth_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.250	0.25	False	0	1.7527565956115723
clap2	warmth_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.375	0.375	False	0	1.9544415473937988
clap2	warmth_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.500	0.5	False	0	3.2650840282440186
panns_cnn14_32k	brightness_real__harmonics__synced_sines__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.10	0.1	True	0	0.0
panns_cnn14_32k	brightness_real__harmonics__synced_sines__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.30	0.3	False	0	6.081597805023193
panns_cnn14_32k	brightness_real__harmonics__synced_sines__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.50	0.5	False	0	8.352319717407227
panns_cnn14_32k	brightness_real__harmonics__synced_sines__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.70	0.7	False	0	9.471783638000488
panns_cnn14_32k	brightness_real__harmonics__synced_sines__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.90	0.9	False	0	9.728226661682129
panns_cnn14_32k	brightness_real__harmonics__synced_sines__256_1024	freq	freq_0.25hz	0.25	freq_0.25hz	0.25	True	0	0.0
panns_cnn14_32k	brightness_real__harmonics__synced_sines__256_1024	freq	freq_0.25hz	0.25	freq_0.50hz	0.5	False	0	5.454731464385986
panns_cnn14_32k	brightness_real__harmonics__synced_sines__256_1024	freq	freq_0.25hz	0.25	freq_1.00hz	1.0	False	0	6.301139831542969
panns_cnn14_32k	brightness_real__harmonics__synced_sines__256_1024	freq	freq_0.25hz	0.25	freq_2.00hz	2.0	False	0	7.590904235839844
panns_cnn14_32k	brightness_real__harmonics__synced_sines__256_1024	freq	freq_0.25hz	0.25	freq_4.00hz	4.0	False	0	8.664552688598633
panns_cnn14_32k	brightness_real__harmonics__synced_sines__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.000	0.0	True	0	0.0
panns_cnn14_32k	brightness_real__harmonics__synced_sines__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.125	0.125	False	0	1.3765565156936646
panns_cnn14_32k	brightness_real__harmonics__synced_sines__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.250	0.25	False	0	1.51178777217865
panns_cnn14_32k	brightness_real__harmonics__synced_sines__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.375	0.375	False	0	2.7475368976593018
panns_cnn14_32k	brightness_real__harmonics__synced_sines__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.500	0.5	False	0	3.2686214447021484
panns_cnn14_32k	brightness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.10	0.1	True	0	0.0
panns_cnn14_32k	brightness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.30	0.3	False	0	5.4628705978393555
panns_cnn14_32k	brightness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.50	0.5	False	0	6.853697299957275
panns_cnn14_32k	brightness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.70	0.7	False	0	8.163432121276855
panns_cnn14_32k	brightness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.90	0.9	False	0	9.663009643554688
panns_cnn14_32k	brightness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_0.25hz	0.25	True	0	0.0
panns_cnn14_32k	brightness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_0.50hz	0.5	False	0	4.698791027069092
panns_cnn14_32k	brightness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_1.00hz	1.0	False	0	7.555539608001709
panns_cnn14_32k	brightness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_2.00hz	2.0	False	0	9.723698616027832
panns_cnn14_32k	brightness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_4.00hz	4.0	False	0	12.983438491821289
panns_cnn14_32k	brightness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.000	0.0	True	0	0.0
panns_cnn14_32k	brightness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.125	0.125	False	0	0.6810172200202942
panns_cnn14_32k	brightness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.250	0.25	False	0	1.118794560432434
panns_cnn14_32k	brightness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.375	0.375	False	0	1.6799304485321045
panns_cnn14_32k	brightness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.500	0.5	False	0	2.327664375305176
panns_cnn14_32k	richness_real__filter__acid_saw__46_1024__inverted	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.10	0.1	True	0	0.0
panns_cnn14_32k	richness_real__filter__acid_saw__46_1024__inverted	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.30	0.3	False	0	1.1704332828521729
panns_cnn14_32k	richness_real__filter__acid_saw__46_1024__inverted	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.50	0.5	False	0	1.9016932249069214
panns_cnn14_32k	richness_real__filter__acid_saw__46_1024__inverted	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.70	0.7	False	0	2.8585782051086426
panns_cnn14_32k	richness_real__filter__acid_saw__46_1024__inverted	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.90	0.9	False	0	2.944019079208374
panns_cnn14_32k	richness_real__filter__acid_saw__46_1024__inverted	freq	freq_0.25hz	0.25	freq_0.25hz	0.25	True	0	0.0
panns_cnn14_32k	richness_real__filter__acid_saw__46_1024__inverted	freq	freq_0.25hz	0.25	freq_0.50hz	0.5	False	0	1.6153020858764648
panns_cnn14_32k	richness_real__filter__acid_saw__46_1024__inverted	freq	freq_0.25hz	0.25	freq_1.00hz	1.0	False	0	4.286980628967285
panns_cnn14_32k	richness_real__filter__acid_saw__46_1024__inverted	freq	freq_0.25hz	0.25	freq_2.00hz	2.0	False	0	5.636643409729004
panns_cnn14_32k	richness_real__filter__acid_saw__46_1024__inverted	freq	freq_0.25hz	0.25	freq_4.00hz	4.0	False	0	6.532719135284424
panns_cnn14_32k	richness_real__filter__acid_saw__46_1024__inverted	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.000	0.0	True	0	0.0
panns_cnn14_32k	richness_real__filter__acid_saw__46_1024__inverted	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.125	0.125	False	0	0.4699600636959076
panns_cnn14_32k	richness_real__filter__acid_saw__46_1024__inverted	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.250	0.25	False	0	1.0031280517578125
panns_cnn14_32k	richness_real__filter__acid_saw__46_1024__inverted	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.375	0.375	False	0	1.2508103847503662
panns_cnn14_32k	richness_real__filter__acid_saw__46_1024__inverted	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.500	0.5	False	0	1.2944214344024658
panns_cnn14_32k	richness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.10	0.1	True	0	0.0
panns_cnn14_32k	richness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.30	0.3	False	0	3.0360114574432373
panns_cnn14_32k	richness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.50	0.5	False	0	4.983145713806152
panns_cnn14_32k	richness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.70	0.7	False	0	6.361424922943115
panns_cnn14_32k	richness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.90	0.9	False	0	7.436763763427734
panns_cnn14_32k	richness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_0.25hz	0.25	True	0	0.0
panns_cnn14_32k	richness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_0.50hz	0.5	False	0	4.335282802581787
panns_cnn14_32k	richness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_1.00hz	1.0	False	0	7.309028148651123
panns_cnn14_32k	richness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_2.00hz	2.0	False	0	9.33649730682373
panns_cnn14_32k	richness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_4.00hz	4.0	False	0	9.062630653381348
panns_cnn14_32k	richness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.000	0.0	True	0	0.0
panns_cnn14_32k	richness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.125	0.125	False	0	0.6319195032119751
panns_cnn14_32k	richness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.250	0.25	False	0	1.0675742626190186
panns_cnn14_32k	richness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.375	0.375	False	0	1.7004826068878174
panns_cnn14_32k	richness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.500	0.5	False	0	2.42055606842041
panns_cnn14_32k	warmth_real__vintage__logue_saw__166_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.10	0.1	True	0	0.0
panns_cnn14_32k	warmth_real__vintage__logue_saw__166_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.30	0.3	False	0	6.293342113494873
panns_cnn14_32k	warmth_real__vintage__logue_saw__166_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.50	0.5	False	0	6.568981170654297
panns_cnn14_32k	warmth_real__vintage__logue_saw__166_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.70	0.7	False	0	6.997670650482178
panns_cnn14_32k	warmth_real__vintage__logue_saw__166_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.90	0.9	False	0	7.180012226104736
panns_cnn14_32k	warmth_real__vintage__logue_saw__166_1024	freq	freq_0.25hz	0.25	freq_0.25hz	0.25	True	0	0.0
panns_cnn14_32k	warmth_real__vintage__logue_saw__166_1024	freq	freq_0.25hz	0.25	freq_0.50hz	0.5	False	0	4.788639545440674
panns_cnn14_32k	warmth_real__vintage__logue_saw__166_1024	freq	freq_0.25hz	0.25	freq_1.00hz	1.0	False	0	5.82849645614624
panns_cnn14_32k	warmth_real__vintage__logue_saw__166_1024	freq	freq_0.25hz	0.25	freq_2.00hz	2.0	False	0	6.044397354125977
panns_cnn14_32k	warmth_real__vintage__logue_saw__166_1024	freq	freq_0.25hz	0.25	freq_4.00hz	4.0	False	0	7.7444915771484375
panns_cnn14_32k	warmth_real__vintage__logue_saw__166_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.000	0.0	True	0	0.0
panns_cnn14_32k	warmth_real__vintage__logue_saw__166_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.125	0.125	False	0	0.9998438954353333
panns_cnn14_32k	warmth_real__vintage__logue_saw__166_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.250	0.25	False	0	1.205495834350586
panns_cnn14_32k	warmth_real__vintage__logue_saw__166_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.375	0.375	False	0	1.5844298601150513
panns_cnn14_32k	warmth_real__vintage__logue_saw__166_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.500	0.5	False	0	2.08457350730896
panns_cnn14_32k	warmth_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.10	0.1	True	0	0.0
panns_cnn14_32k	warmth_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.30	0.3	False	0	0.25996333360671997
panns_cnn14_32k	warmth_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.50	0.5	False	0	0.9080753922462463
panns_cnn14_32k	warmth_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.70	0.7	False	0	2.3289756774902344
panns_cnn14_32k	warmth_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.90	0.9	False	0	6.134984970092773
panns_cnn14_32k	warmth_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_0.25hz	0.25	True	0	0.0
panns_cnn14_32k	warmth_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_0.50hz	0.5	False	0	3.464322566986084
panns_cnn14_32k	warmth_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_1.00hz	1.0	False	0	6.0466227531433105
panns_cnn14_32k	warmth_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_2.00hz	2.0	False	0	7.145017623901367
panns_cnn14_32k	warmth_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_4.00hz	4.0	False	0	7.616711616516113
panns_cnn14_32k	warmth_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.000	0.0	True	0	0.0
panns_cnn14_32k	warmth_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.125	0.125	False	0	0.39131811261177063
panns_cnn14_32k	warmth_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.250	0.25	False	0	0.6928026676177979
panns_cnn14_32k	warmth_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.375	0.375	False	0	1.1101627349853516
panns_cnn14_32k	warmth_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.500	0.5	False	0	1.4954838752746582
panns_wavegram_logmel	brightness_real__harmonics__synced_sines__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.10	0.1	True	0	0.0
panns_wavegram_logmel	brightness_real__harmonics__synced_sines__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.30	0.3	False	0	5.494843482971191
panns_wavegram_logmel	brightness_real__harmonics__synced_sines__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.50	0.5	False	0	10.2328462600708
panns_wavegram_logmel	brightness_real__harmonics__synced_sines__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.70	0.7	False	0	11.452400207519531
panns_wavegram_logmel	brightness_real__harmonics__synced_sines__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.90	0.9	False	0	12.050346374511719
panns_wavegram_logmel	brightness_real__harmonics__synced_sines__256_1024	freq	freq_0.25hz	0.25	freq_0.25hz	0.25	True	0	0.0
panns_wavegram_logmel	brightness_real__harmonics__synced_sines__256_1024	freq	freq_0.25hz	0.25	freq_0.50hz	0.5	False	0	4.6296067237854
panns_wavegram_logmel	brightness_real__harmonics__synced_sines__256_1024	freq	freq_0.25hz	0.25	freq_1.00hz	1.0	False	0	6.705406188964844
panns_wavegram_logmel	brightness_real__harmonics__synced_sines__256_1024	freq	freq_0.25hz	0.25	freq_2.00hz	2.0	False	0	7.143242359161377
panns_wavegram_logmel	brightness_real__harmonics__synced_sines__256_1024	freq	freq_0.25hz	0.25	freq_4.00hz	4.0	False	0	6.9124627113342285
panns_wavegram_logmel	brightness_real__harmonics__synced_sines__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.000	0.0	True	0	0.0
panns_wavegram_logmel	brightness_real__harmonics__synced_sines__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.125	0.125	False	0	1.0224889516830444
panns_wavegram_logmel	brightness_real__harmonics__synced_sines__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.250	0.25	False	0	1.304415225982666
panns_wavegram_logmel	brightness_real__harmonics__synced_sines__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.375	0.375	False	0	1.6843526363372803
panns_wavegram_logmel	brightness_real__harmonics__synced_sines__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.500	0.5	False	0	2.132436752319336
panns_wavegram_logmel	brightness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.10	0.1	True	0	0.0
panns_wavegram_logmel	brightness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.30	0.3	False	0	8.218668937683105
panns_wavegram_logmel	brightness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.50	0.5	False	0	10.10046672821045
panns_wavegram_logmel	brightness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.70	0.7	False	0	10.466355323791504
panns_wavegram_logmel	brightness_synthetic__256_1024	amp	amp_1.00hz_0.10	0.1	amp_1.00hz_0.90	0.9	False	0	11.264981269836426
panns_wavegram_logmel	brightness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_0.25hz	0.25	True	0	0.0
panns_wavegram_logmel	brightness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_0.50hz	0.5	False	0	4.7439866065979
panns_wavegram_logmel	brightness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_1.00hz	1.0	False	0	5.330426216125488
panns_wavegram_logmel	brightness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_2.00hz	2.0	False	0	7.725939750671387
panns_wavegram_logmel	brightness_synthetic__256_1024	freq	freq_0.25hz	0.25	freq_4.00hz	4.0	False	0	7.637045383453369
panns_wavegram_logmel	brightness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.000	0.0	True	0	0.0
panns_wavegram_logmel	brightness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.125	0.125	False	0	0.661011815071106
panns_wavegram_logmel	brightness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.250	0.25	False	0	1.1189900636672974
panns_wavegram_logmel	brightness_synthetic__256_1024	reg	reg_1.00hz_0.000	0.0	reg_1.00hz_0.375	0.375	False	0	1.5371811389923096
