wavetable_name,loud_mean,loud_std,loud_range,loud_entropy,loud_spectral_entropy,loud_max,loud_min,loud_total_variation,loud_turning_points,cent_mean,cent_std,cent_range,cent_entropy,cent_spectral_entropy,cent_max,cent_min,cent_total_variation,cent_turning_points,flat_mean,flat_std,flat_range,flat_entropy,flat_spectral_entropy,flat_max,flat_min,flat_total_variation,flat_turning_points,warmth_mean,warmth_std,warmth_range,warmth_entropy,warmth_spectral_entropy,warmth_max,warmth_min,warmth_total_variation,warmth_turning_points,richness_mean,richness_std,richness_range,richness_entropy,richness_spectral_entropy,richness_max,richness_min,richness_total_variation,richness_turning_points
complex__menace__118_1024.pt,-15.114096641540527,3.739598512649536,11.571958541870117,0.9186156988143921,0.4946489632129669,-7.633823394775391,-19.205781936645508,0.31406670808792114,0.12068965286016464,10.948196411132812,1.0699920654296875,3.8259878158569336,0.9783366322517395,0.42657431960105896,11.970251083374023,8.14426326751709,0.12210730463266373,0.1034482792019844,-112.63134002685547,15.09804630279541,48.98588562011719,0.9691877365112305,0.4758634865283966,-96.59602355957031,-145.5819091796875,1.7653086185455322,0.26724138855934143,0.586287796497345,0.05738814175128937,0.19416648149490356,0.9427124857902527,0.47031107544898987,0.6994357705116272,0.5052692890167236,0.005127746611833572,0.08620689809322357,62.38135528564453,30.843114852905273,89.0,0.9489860534667969,0.5232477784156799,101.0,12.0,3.299145221710205,0.1034482792019844
harmonics__squarrely__174_1024.pt,-8.030261039733887,0.7010707259178162,2.7362475395202637,0.9809954762458801,0.6127358078956604,-7.164555072784424,-9.900802612304688,0.015849171206355095,0.011627906933426857,10.141648292541504,0.19995102286338806,0.6734075546264648,0.9418050646781921,0.6616780161857605,10.561149597167969,9.887742042541504,0.0062945811077952385,0.30813953280448914,-145.88243103027344,4.928679943084717,17.900482177734375,0.9409376978874207,0.710872232913971,-134.26123046875,-152.16171264648438,0.37506553530693054,0.5988371968269348,0.45025449991226196,0.0229101050645113,0.10809671878814697,0.9897008538246155,0.3963693380355835,0.47737523913383484,0.36927852034568787,0.0017311936244368553,0.1744185984134674,33.517242431640625,7.139181137084961,30.0,0.9550690054893494,0.710385262966156,52.0,22.0,0.6705202460289001,0.11627907305955887
instrument__beauty_vox__130_1024.pt,-14.88226318359375,4.207604885101318,19.651878356933594,0.9838476777076721,0.6105806827545166,-6.565947532653809,-26.217824935913086,0.5803735256195068,0.2265625,10.779644966125488,0.8059183955192566,2.347163200378418,0.9488666653633118,0.6225975155830383,11.92601203918457,9.578848838806152,0.12107053399085999,0.6796875,-108.01378631591797,10.216261863708496,36.728302001953125,0.9505152106285095,0.6118319630622864,-86.80327606201172,-123.53157806396484,1.6920911073684692,0.4375,0.16722160577774048,0.06312862783670425,0.31270313262939453,0.9443389177322388,0.7839929461479187,0.39312294125556946,0.08041980862617493,0.016242576763033867,0.5625,40.72307586669922,31.08777618408203,114.0,0.8885326981544495,0.6826950311660767,127.0,13.0,5.255814075469971,0.4921875
formant__ahohooh__3_1024.pt,-7.8739190101623535,2.3007264137268066,4.504929542541504,0.6143450140953064,0.9294223785400391,-5.892098426818848,-10.397027969360352,2.252464771270752,0.0,8.347756385803223,0.9918769598007202,1.7851543426513672,0.6301333904266357,0.9188764691352844,8.990583419799805,7.2054290771484375,0.8925771713256836,0.0,-140.52223205566406,16.28365707397461,31.252716064453125,0.6219323873519897,0.9245742559432983,-127.54000854492188,-158.792724609375,15.626358032226562,0.0,0.438178688287735,0.185368150472641,0.3363784849643707,0.6297025084495544,0.9191886186599731,0.5613726377487183,0.22499415278434753,0.18479092419147491,1.0,54.33333206176758,41.96824264526367,80.0,0.6235970258712769,0.9234578609466553,87.0,7.0,40.0,0.0
retro__sweep_pulse__184_1024.pt,-9.31171703338623,0.5265136957168579,1.9672574996948242,0.9703203439712524,0.6406846642494202,-8.362129211425781,-10.329386711120605,0.03713936731219292,0.32967033982276917,12.099503517150879,0.2973634600639343,0.8824653625488281,0.9635458588600159,0.6053327322006226,12.463913917541504,11.581448554992676,0.043238766491413116,0.6318681240081787,-86.8737564086914,16.95022964477539,56.967472076416016,0.9656118154525757,0.6553305983543396,-59.43748092651367,-116.40495300292969,0.6682934165000916,0.5769230723381042,0.8911896347999573,0.04997546598315239,0.19102972745895386,0.965650200843811,0.676989734172821,0.989889919757843,0.7988601922988892,0.003449204610660672,0.5384615659713745,10.55434799194336,8.520453453063965,30.0,0.925731897354126,0.73292076587677,31.0,1.0,0.48087432980537415,0.11538461595773697
collection__graphite__7_1024.pt,-7.00350284576416,1.07296884059906,2.8128466606140137,0.8332987427711487,0.6539486050605774,-5.632166385650635,-8.445013046264648,1.3615938425064087,0.6000000238418579,13.04388427734375,0.3017711341381073,0.6627101898193359,0.8221544027328491,0.8562880158424377,13.306198120117188,12.643487930297852,0.38630691170692444,0.6000000238418579,-33.42045974731445,12.417484283447266,31.924713134765625,0.7705166339874268,0.8839972615242004,-15.015019416809082,-46.93973159790039,15.69527530670166,0.6000000238418579,0.5014422535896301,0.02217317372560501,0.06983858346939087,0.9062494039535522,0.7560169696807861,0.5288397073745728,0.4590011239051819,0.022998780012130737,0.6000000238418579,326.5714416503906,128.65179443359375,371.0,0.8700090050697327,0.8220056891441345,506.0,135.0,165.1666717529297,0.6000000238418579
vintage__logue_saw_dist__205_1024.pt,-5.680948734283447,0.4070620536804199,1.8019347190856934,0.9896789789199829,0.4831593632698059,-5.2943902015686035,-7.096324920654297,0.016077112406492233,0.33990147709846497,11.374809265136719,0.43712282180786133,1.464198112487793,0.971221387386322,0.6218645572662354,11.961727142333984,10.497529029846191,0.03301165997982025,0.7980295419692993,-84.26773834228516,3.7565412521362305,25.611106872558594,0.9858435392379761,0.6588135361671448,-68.83804321289062,-94.44915008544922,2.0759263038635254,0.8571428656578064,0.503441333770752,0.19980481266975403,0.7906332612037659,0.9789848923683167,0.6337088346481323,0.8065022230148315,0.01586894877254963,0.00786089152097702,0.3300492465496063,61.585365295410156,9.360889434814453,45.0,0.9836212396621704,0.6691022515296936,79.0,34.0,2.004901885986328,0.3694581389427185
noise__radio_1__256_1024.pt,-9.914340019226074,1.3747707605361938,8.916013717651367,0.9942112565040588,0.7272773385047913,-7.040745258331299,-15.956758499145508,1.245308756828308,0.6299212574958801,12.275020599365234,0.16695547103881836,0.9082736968994141,0.9922666549682617,0.6931672692298889,12.55873966217041,11.650465965270996,0.08993853628635406,0.5905511975288391,-55.519378662109375,7.954269886016846,47.861812591552734,0.9909427165985107,0.6990626454353333,-35.59139633178711,-83.45320892333984,4.2232890129089355,0.586614191532135,0.5012885928153992,0.031253620982170105,0.26629921793937683,0.9961737990379333,0.6971383690834045,0.6081608533859253,0.34186163544654846,0.031224971637129784,0.7283464670181274,196.05078125,49.36928939819336,245.0,0.9867313504219055,0.7404879331588745,301.0,56.0,26.615686416625977,0.5590550899505615
instrument__sitar__130_1024.pt,-16.571353912353516,4.128210544586182,18.43450927734375,0.9792050719261169,0.5376045107841492,-8.330995559692383,-26.765504837036133,0.28610876202583313,0.1796875,9.408143043518066,0.5018582940101624,1.5095500946044922,0.9423636198043823,0.523185670375824,10.197751998901367,8.688201904296875,0.05138491839170456,0.5234375,-115.7297134399414,4.738744735717773,27.782325744628906,0.9850436449050903,0.6089741587638855,-100.60774993896484,-128.39007568359375,1.0230625867843628,0.4921875,0.3922105133533478,0.12958818674087524,0.3832653760910034,0.954849362373352,0.5896431803703308,0.546942949295044,0.16367755830287933,0.00973476655781269,0.265625,32.39230728149414,15.514183044433594,50.0,0.9425814747810364,0.5670628547668457,60.0,10.0,1.3410853147506714,0.234375
retro__wind_synth__131_1024.pt,-11.162946701049805,0.909208357334137,3.2687273025512695,0.9582143425941467,0.5182603001594543,-9.456775665283203,-12.725502967834473,0.0798894464969635,0.39534884691238403,11.482982635498047,0.2193850427865982,0.7792654037475586,0.975239098072052,0.5303886532783508,11.74582290649414,10.966557502746582,0.01983228139579296,0.45736435055732727,-94.85729217529297,3.101102113723755,15.217277526855469,0.9825848340988159,0.561255931854248,-87.5941390991211,-102.81141662597656,0.7188360691070557,0.5503876209259033,0.5841939449310303,0.1290321946144104,0.3698612451553345,0.911092221736908,0.6731196045875549,0.8084047436714172,0.43854349851608276,0.0035228594206273556,0.38759690523147583,42.33587646484375,17.902990341186523,66.0,0.9600063562393188,0.45706555247306824,79.0,13.0,1.5230768918991089,0.21705426275730133
filter__sweep_4__78_1024.pt,-13.081314086914062,3.5019121170043945,12.991744995117188,0.9667478799819946,0.6649203300476074,-7.129696369171143,-20.121440887451172,0.18548442423343658,0.06578947603702545,9.673406600952148,1.0788075923919678,4.2137956619262695,0.9605706930160522,0.6895468831062317,11.898646354675293,7.684850692749023,0.08611809462308884,0.30263158679008484,-137.19119262695312,7.451840400695801,30.02617645263672,0.9689604043960571,0.6718840003013611,-122.5593490600586,-152.5855255126953,0.7525314688682556,0.6052631735801697,0.4276878535747528,0.024867841973900795,0.1579284965991974,0.9874460697174072,0.7159940004348755,0.5005274415016174,0.34259894490242004,0.014382345601916313,0.44736841320991516,61.5,38.96910095214844,138.0,0.908360481262207,0.5312017202377319,155.0,17.0,4.2207794189453125,0.18421052396297455
collection__slate__7_1024.pt,-7.796200275421143,1.0954196453094482,3.2126588821411133,0.9021831750869751,0.7389433979988098,-6.614293098449707,-9.82695198059082,0.9498826861381531,0.4000000059604645,12.462475776672363,0.6895780563354492,1.9739389419555664,0.9064787030220032,0.6891408562660217,13.098076820373535,11.124137878417969,0.5017666816711426,0.20000000298023224,-53.55081558227539,16.00946617126465,42.299049377441406,0.8471205234527588,0.7090869545936584,-34.465423583984375,-76.76447296142578,13.660670280456543,0.20000000298023224,0.504804790019989,0.041013203561306,0.12664642930030823,0.8802031874656677,0.7232658267021179,0.5673182606697083,0.4406718313694,0.03677312657237053,0.20000000298023224,150.14285278320312,57.074302673339844,159.0,0.7218849658966064,0.9013808369636536,258.0,99.0,58.33333206176758,0.6000000238418579
harmonics__sines_3__19_1024.pt,-11.147528648376465,0.699836254119873,2.487879753112793,0.9151909947395325,0.8055189251899719,-9.697404861450195,-12.185284614562988,0.750324010848999,0.5882353186607361,8.38833999633789,0.3767680525779724,1.2838659286499023,0.9289883971214294,0.7545019388198853,9.06459903717041,7.780733108520508,0.3795713782310486,0.529411792755127,-158.8622283935547,0.272674560546875,1.115447998046875,0.9696865081787109,0.6877555847167969,-158.50424194335938,-159.61968994140625,0.2494540810585022,0.7647058963775635,0.7311381697654724,0.12632553279399872,0.410499632358551,0.9295477867126465,0.7984151244163513,0.9376029968261719,0.5271033644676208,0.1429234743118286,0.4117647111415863,9.736842155456543,3.4293198585510254,13.0,0.936723530292511,0.7134379744529724,17.0,4.0,2.055555582046509,0.47058823704719543
basics__harmonic_series__7_1024.pt,-10.984881401062012,0.8978167772293091,2.4594011306762695,0.7765815854072571,0.8229199647903442,-9.421534538269043,-11.880935668945312,0.7106693387031555,0.20000000298023224,7.881748676300049,1.243333101272583,3.3291568756103516,0.8786602020263672,0.7776214480400085,9.22140121459961,5.892244338989258,0.554859459400177,0.0,-159.38217163085938,0.3768746256828308,1.05267333984375,0.8432988524436951,0.7742152214050293,-158.8263397216797,-159.87901306152344,0.21529388427734375,0.20000000298023224,0.6300233006477356,0.30451399087905884,0.7352578639984131,0.8156632781028748,0.8075664639472961,0.9959352016448975,0.260677307844162,0.12254297733306885,0.0,6.142857074737549,4.9473419189453125,13.0,0.7756008505821228,0.8682757616043091,14.0,1.0,2.1666667461395264,0.0
instrument__digi_piano__32_1024.pt,-16.067270278930664,3.5590195655822754,10.983479499816895,0.9259853959083557,0.7219215035438538,-10.254876136779785,-21.23835563659668,0.3559384047985077,0.06666667014360428,9.242021560668945,0.3007524013519287,0.9624338150024414,0.9391267895698547,0.7064813375473022,9.718633651733398,8.756199836730957,0.031457070261240005,0.03333333507180214,-156.73036193847656,1.3352493047714233,4.553131103515625,0.9287204742431641,0.7292520999908447,-154.240478515625,-158.79360961914062,0.20795021951198578,0.4000000059604645,0.5065255165100098,0.07960302382707596,0.2556491196155548,0.9407445192337036,0.7059518694877625,0.6309007406234741,0.3752516210079193,0.008271162398159504,0.03333333507180214,22.1875,1.2556325197219849,5.0,0.9695572853088379,0.6201209425926208,24.0,19.0,0.4516128897666931,0.13333334028720856
formant__stepped_vowels__66_1024.pt,-11.549152374267578,1.789039134979248,4.746088981628418,0.8998433947563171,0.7013282775878906,-8.94481372833252,-13.690902709960938,0.15677177906036377,0.0,8.90758228302002,0.664384126663208,1.5033655166625977,0.8891760110855103,0.5926265120506287,9.643645286560059,8.140279769897461,0.027419177815318108,0.0,-149.77793884277344,2.423616409301758,7.54901123046875,0.9062207341194153,0.7176513671875,-145.02005004882812,-152.56906127929688,0.13181856274604797,0.0,0.3885151147842407,0.024000493809580803,0.07084789872169495,0.9449524283409119,0.6408505439758301,0.416986346244812,0.34613844752311707,0.002833934500813484,0.0,26.33333396911621,9.025320053100586,23.0,0.890693187713623,0.5796188712120056,39.0,16.0,0.4615384638309479,0.0
harmonics__spectral_2__24_1024.pt,-8.958230972290039,1.0824064016342163,3.7853822708129883,0.9321401715278625,0.8117184042930603,-6.935029983520508,-10.720412254333496,1.2273097038269043,0.6818181872367859,9.339997291564941,1.3301756381988525,5.026495933532715,0.9698750972747803,0.7116547226905823,10.941588401794434,5.915092468261719,1.3698623180389404,0.5909090638160706,-159.3358154296875,0.2844661474227905,1.11920166015625,0.9528836607933044,0.7281017899513245,-158.7447509765625,-159.86395263671875,0.30783146619796753,0.6363636255264282,0.6714057922363281,0.15142257511615753,0.6211358308792114,0.954250693321228,0.7419047951698303,0.9973454475402832,0.3762095868587494,0.1559317409992218,0.7272727489471436,5.291666507720947,2.4756057262420654,9.0,0.9430602788925171,0.7760107517242432,10.0,1.0,2.82608699798584,0.5454545617103577
instrument__marimba__255_1024.pt,-17.781679153442383,4.53936243057251,17.20598793029785,0.9723712801933289,0.6611628532409668,-9.125726699829102,-26.331714630126953,0.07717594504356384,0.1818181872367859,6.381112098693848,0.5902329683303833,2.5495004653930664,0.94484543800354,0.7536750435829163,8.261651039123535,5.712150573730469,0.03209775686264038,0.6600790619850159,-158.0826873779297,1.2407410144805908,5.2118072509765625,0.9270694851875305,0.670892059803009,-154.2575225830078,-159.46932983398438,0.14766038954257965,0.6482213735580444,0.8451743721961975,0.08579134941101074,0.40685898065567017,0.98918616771698,0.6032363772392273,0.9509363174438477,0.5440773367881775,0.010490750893950462,0.6166008114814758,3.380392074584961,2.2641522884368896,10.0,0.8281253576278687,0.8479892611503601,12.0,2.0,0.6181102395057678,0.18972331285476685
retro__harmonics_4__184_1024.pt,-8.334024429321289,2.0036303997039795,7.431449890136719,0.9695311188697815,0.6083502769470215,-5.050847053527832,-12.48229694366455,0.1086270809173584,0.42307692766189575,12.385110855102539,0.16077496111392975,0.6220998764038086,0.9692786931991577,0.6246503591537476,12.704687118530273,12.082587242126465,0.021525638177990913,0.5439560413360596,-85.8592758178711,4.4888529777526855,20.360885620117188,0.975567102432251,0.7153835296630859,-74.78236389160156,-95.14324951171875,1.4078056812286377,0.6098901033401489,0.5074083805084229,0.18654845654964447,0.7092583775520325,0.9666444659233093,0.6317967772483826,0.8715642690658569,0.16230590641498566,0.010820845142006874,0.45604395866394043,11.92934799194336,4.247841835021973,25.0,0.9721384644508362,0.7016663551330566,29.0,4.0,1.3169399499893188,0.25824177265167236
formant__gremlin__32_1024.pt,-6.423412322998047,0.5037621259689331,1.770155906677246,0.9534350633621216,0.583724319934845,-5.630176544189453,-7.400332450866699,0.16627873480319977,0.36666667461395264,11.815622329711914,0.14618387818336487,0.8088531494140625,0.9111840128898621,0.8610239624977112,12.462940216064453,11.65408706665039,0.0647604838013649,0.3333333432674408,-82.89683532714844,8.942991256713867,43.25399398803711,0.9595915079116821,0.6488713026046753,-57.41193771362305,-100.66593170166016,3.0195207595825195,0.3333333432674408,0.5607962608337402,0.023716984316706657,0.10099273920059204,0.9646506309509277,0.6738980412483215,0.6119968891143799,0.5110041499137878,0.011426199227571487,0.4333333373069763,82.84375,8.258365631103516,39.0,0.972089946269989,0.6204627752304077,100.0,61.0,4.22580623626709,0.5
vintage__mg_memo__7_1024.pt,-5.412510395050049,0.33925649523735046,0.9373512268066406,0.8214042782783508,0.8726374506950378,-4.871277809143066,-5.808629035949707,0.3289571702480316,0.4000000059604645,10.559196472167969,1.237105369567871,3.2248125076293945,0.6104642748832703,0.9281389117240906,12.869133949279785,9.64432144165039,0.5374687314033508,0.0,-111.68458557128906,35.35462951660156,91.53099822998047,0.4982301592826843,0.9484089612960815,-42.45226287841797,-133.98326110839844,15.352507591247559,0.20000000298023224,0.23858295381069183,0.028705069795250893,0.07432058453559875,0.692704975605011,0.90528804063797,0.2887979745864868,0.21447739005088806,0.012386764399707317,0.0,68.0,54.3476448059082,148.0,0.577173113822937,0.9589269161224365,180.0,32.0,24.66666603088379,0.0
retro__harmonics_2__185_1024.pt,-10.631209373474121,0.4102640748023987,1.851633071899414,0.9749271273612976,0.5943992733955383,-9.617338180541992,-11.468971252441406,0.1471785604953766,0.31147539615631104,12.247648239135742,0.2429937720298767,1.1490497589111328,0.9871885776519775,0.562737762928009,12.680599212646484,11.531549453735352,0.044494353234767914,0.5136612057685852,-113.84859466552734,12.821379661560059,45.31816864013672,0.9708542823791504,0.7632575631141663,-92.69867706298828,-138.016845703125,15.088308334350586,0.6830601096153259,0.49745094776153564,0.007461137138307095,0.04022163152694702,0.9882377982139587,0.6425397396087646,0.5155049562454224,0.47528332471847534,0.0029435704927891493,0.6284152865409851,27.659460067749023,6.519012928009033,27.0,0.974461555480957,0.7016887068748474,41.0,14.0,3.2608695030212402,0.37704917788505554
collection__violet__40_1024.pt,-11.282190322875977,1.1923590898513794,4.084924697875977,0.949345588684082,0.6101361513137817,-9.193429946899414,-13.27835464477539,0.31187349557876587,0.21052631735801697,11.34913158416748,1.6727659702301025,6.274562835693359,0.9716103672981262,0.5972535014152527,13.37076187133789,7.096199035644531,0.20832042396068573,0.1315789520740509,-108.42399597167969,26.980466842651367,82.74248504638672,0.9471285343170166,0.6402320265769958,-76.25542449951172,-158.99790954589844,3.3663597106933594,0.18421052396297455,0.670358419418335,0.10463403910398483,0.37956973910331726,0.9623214602470398,0.5579464435577393,0.8288407325744629,0.44927099347114563,0.02435889281332493,0.15789473056793213,65.9000015258789,41.35698318481445,133.0,0.919905960559845,0.6948781609535217,143.0,10.0,9.51282024383545,0.15789473056793213
vintage__bs_sync__228_1024.pt,-6.501614570617676,0.782273530960083,4.236374855041504,0.9888688325881958,0.6632648706436157,-4.654043197631836,-8.89041805267334,0.34604111313819885,0.73893803358078,10.725872039794922,1.3884947299957275,5.087568283081055,0.9776331186294556,0.6305997371673584,12.788667678833008,7.701099395751953,0.0767439752817154,0.48230087757110596,-107.07649230957031,25.047588348388672,84.34525299072266,0.9616696834564209,0.6617343425750732,-65.61417388916016,-149.9594268798828,2.5318899154663086,0.6991150379180908,0.5019159913063049,0.10727238655090332,0.6074312925338745,0.9849082827568054,0.658379316329956,0.8279460072517395,0.22051474452018738,0.033306218683719635,0.5044247508049011,66.39912414550781,62.28111267089844,217.0,0.8921403884887695,0.7428602576255798,228.0,11.0,3.6475770473480225,0.37168142199516296
basics__beating_5__112_1024.pt,-11.020852088928223,0.5828772187232971,3.260639190673828,0.993039071559906,0.567338228225708,-10.328170776367188,-13.588809967041016,0.10155289620161057,0.6090909242630005,12.636571884155273,0.06377074867486954,0.49190711975097656,0.9957289099693298,0.5304591059684753,12.73392391204834,12.242016792297363,0.02511606179177761,0.5363636612892151,-74.23539733886719,1.4848430156707764,9.258522033691406,0.9886089563369751,0.6517216563224792,-69.9102554321289,-79.16877746582031,0.8070713877677917,0.6272727251052856,0.38929080963134766,0.015884563326835632,0.11701872944831848,0.9941527247428894,0.5295519828796387,0.4263707995414734,0.3093520700931549,0.004062112420797348,0.6000000238418579,262.8035583496094,25.989200592041016,96.0,0.9803409576416016,0.5203148722648621,293.0,197.0,5.360360145568848,0.5727272629737854
basics__primes__256_1024.pt,-6.763191223144531,0.936242938041687,4.902578830718994,0.9895692467689514,0.6335221529006958,-4.728551387786865,-9.63113021850586,0.12930357456207275,0.12598425149917603,12.769599914550781,0.07182565331459045,0.3082609176635742,0.9806405305862427,0.6425960659980774,12.913622856140137,12.605361938476562,0.005256024654954672,0.4094488322734833,-119.48544311523438,10.583453178405762,57.925140380859375,0.9866668581962585,0.7402496933937073,-89.8392333984375,-147.76437377929688,6.972713947296143,0.6614173054695129,0.06567751616239548,0.018779711797833443,0.17769767343997955,0.9810531735420227,0.816539466381073,0.20329952239990234,0.02560185082256794,0.01658601686358452,0.6614173054695129,30.35546875,10.151142120361328,85.0,0.9768671989440918,0.807511568069458,96.0,11.0,4.666666507720947,0.4960629940032959
instrument__strings_3__145_1024.pt,-9.472746849060059,1.3602700233459473,6.512945652008057,0.9826399087905884,0.5432543158531189,-6.448828220367432,-12.961773872375488,0.18857310712337494,0.14685314893722534,8.68120288848877,0.2020837664604187,0.7537002563476562,0.9755837321281433,0.5940639972686768,8.990405082702637,8.23670482635498,0.040250446647405624,0.4615384638309479,-158.48663330078125,0.4881124496459961,2.4840850830078125,0.9683985710144043,0.6569193005561829,-156.8505859375,-159.3346710205078,0.10981835424900055,0.6083915829658508,0.49874424934387207,0.07424237579107285,0.3419632911682129,0.9758400321006775,0.5825970768928528,0.6746950745582581,0.33273178339004517,0.01074882410466671,0.1538461595773697,22.35862159729004,2.6943249702453613,14.0,0.9754659533500671,0.7470735311508179,31.0,17.0,1.5069444179534912,0.440559446811676
vintage__miniwaves__6_1024.pt,-12.268531799316406,1.8840123414993286,5.335380554199219,0.863633930683136,0.6684547066688538,-9.861421585083008,-15.196802139282227,2.2320895195007324,0.5,10.855945587158203,2.4941112995147705,6.338066101074219,0.8865224123001099,0.8026444315910339,12.600464820861816,6.262398719787598,3.253361463546753,0.75,-85.7244873046875,47.12297058105469,110.72115325927734,0.8507523536682129,0.8506520986557007,-46.90569305419922,-157.62684631347656,59.0041618347168,0.75,0.635047197341919,0.14563696086406708,0.37901586294174194,0.567811131477356,0.9295737743377686,0.9101340770721436,0.5311182141304016,0.1127086728811264,0.75,71.33333587646484,46.91552734375,119.0,0.8319361209869385,0.7129507064819336,126.0,7.0,41.400001525878906,0.5
formant__voice_harmonics__256_1024.pt,-10.66903305053711,1.4778183698654175,6.318879127502441,0.9838275909423828,0.45323508977890015,-8.290964126586914,-14.609843254089355,0.11659014970064163,0.035433072596788406,9.039827346801758,1.344223976135254,3.9149980545043945,0.9500633478164673,0.6439770460128784,10.91946029663086,7.004462242126465,0.021965015679597855,0.20472441613674164,-135.53445434570312,18.87297821044922,58.76322937011719,0.9375247359275818,0.6678258180618286,-100.4661865234375,-159.2294158935547,0.502503514289856,0.35826772451400757,0.4144122898578644,0.1321767270565033,0.5937053561210632,0.9562157988548279,0.6995788216590881,0.8194185495376587,0.22571319341659546,0.005590131971985102,0.027559055015444756,27.671875,15.65866756439209,51.0,0.9183605909347534,0.6775761842727661,62.0,11.0,0.48235294222831726,0.035433072596788406
noise__dizzy__173_1024.pt,-9.989957809448242,1.2360222339630127,6.282600402832031,0.9815083146095276,0.7516922354698181,-6.612459182739258,-12.895059585571289,0.645458996295929,0.5321637392044067,9.336712837219238,0.7535666823387146,5.033873558044434,0.9938278198242188,0.6183959245681763,11.063143730163574,6.029270172119141,0.333685040473938,0.6081871390342712,-152.21629333496094,8.112390518188477,62.14591979980469,0.9074063897132874,0.9035224318504333,-97.5018310546875,-159.6477508544922,3.32729172706604,0.5730994343757629,0.5415930151939392,0.09097306430339813,0.4614841938018799,0.978839099407196,0.7379459738731384,0.8013336658477783,0.33984947204589844,0.0371658131480217,0.4853801131248474,32.687862396240234,17.10792350769043,106.0,0.966015100479126,0.7604607939720154,110.0,4.0,3.9593024253845215,0.4152046740055084
noise__applause__256_1024.pt,-13.348260879516602,2.7120089530944824,17.434343338012695,0.9952543377876282,0.7156915664672852,-8.570901870727539,-26.005245208740234,2.2273008823394775,0.6023622155189514,11.422525405883789,0.1651153266429901,1.1857318878173828,0.9872928261756897,0.81137615442276,12.161239624023438,10.975507736206055,0.13702817261219025,0.6141732335090637,-93.88995361328125,4.70327615737915,26.30048370361328,0.9819004535675049,0.808012068271637,-78.40516662597656,-104.70565032958984,3.5724666118621826,0.6811023354530334,0.5008422136306763,0.031481094658374786,0.15934672951698303,0.9823780655860901,0.847149133682251,0.5861132144927979,0.4267664849758148,0.035301633179187775,0.6377952694892883,135.52734375,16.020795822143555,88.0,0.9844831228256226,0.8190799355506897,184.0,96.0,14.262744903564453,0.625984251499176
noise__formula_1__196_1024.pt,-7.462373733520508,1.2150484323501587,7.135967254638672,0.9918107390403748,0.6846081018447876,-4.70128059387207,-11.837247848510742,0.7836024165153503,0.623711347579956,10.162792205810547,0.35824844241142273,1.5074844360351562,0.9743040204048157,0.7235058546066284,10.96327018737793,9.455785751342773,0.11675994098186493,0.6340206265449524,-128.0077667236328,9.094719886779785,39.572723388671875,0.9628936052322388,0.7479496002197266,-102.84443664550781,-142.4171600341797,2.685551881790161,0.592783510684967,0.4620194733142853,0.10292112082242966,0.4560755491256714,0.9828354120254517,0.627214789390564,0.6383398771286011,0.18226434290409088,0.03889793902635574,0.623711347579956,42.21938705444336,12.068514823913574,48.0,0.9589400291442871,0.7453378438949585,72.0,24.0,3.8410255908966064,0.44329896569252014
noise__junk_2__205_1024.pt,-10.968942642211914,2.6075899600982666,14.949617385864258,0.9935265779495239,0.7018079161643982,-6.945747375488281,-21.89536476135254,2.4038021564483643,0.5862069129943848,12.71368408203125,0.38645854592323303,1.969670295715332,0.9902309775352478,0.7488442659378052,13.413383483886719,11.443713188171387,0.32352522015571594,0.5862069129943848,-54.583595275878906,19.640363693237305,88.3182373046875,0.9811864495277405,0.7719449400901794,-11.605406761169434,-99.92364501953125,13.357975006103516,0.45812806487083435,0.49833187460899353,0.040297407656908035,0.23505926132202148,0.9920128583908081,0.7074171304702759,0.58293616771698,0.3478769063949585,0.03469935059547424,0.6798029541969299,141.46340942382812,127.11560821533203,497.0,0.9288185238838196,0.8831616640090942,504.0,7.0,78.23039245605469,0.5270935893058777
basics__saw_pw_bass__252_1024.pt,-10.84078598022461,2.5007221698760986,10.119498252868652,0.987135648727417,0.5902805328369141,-8.183024406433105,-18.302522659301758,0.040971700102090836,0.01600000075995922,10.89381217956543,0.655245840549469,2.8798789978027344,0.9759304523468018,0.581628143787384,12.460463523864746,9.580584526062012,0.018642019480466843,0.2680000066757202,-87.30093383789062,16.675479888916016,50.180572509765625,0.931842565536499,0.6721519827842712,-56.792236328125,-106.97280883789062,0.31470534205436707,0.335999995470047,0.4134714603424072,0.013792349025607109,0.0712137222290039,0.9921993017196655,0.5952988266944885,0.4347530007362366,0.36353927850723267,0.00037839499418623745,0.07199999690055847,52.25396728515625,7.987975597381592,71.0,0.9928783774375916,0.716968297958374,96.0,25.0,0.7211155295372009,0.004000000189989805
